Group,Batch,species,peakarea,logpeakarea,Class
B4,1,PG(36:3),24141210,24.52499465,PG
B4,1,PI(16:0_18:1),42224985,25.33159357,PI
B4,1,PI(18:0_18:1),103386595,26.6234739,PI
B4,1,PI(18:1_18:1),42644420,25.34585364,PI
B4,1,PI(34:1),32854615,24.9695927,PI
B4,1,PI(36:1),94252580,26.49002877,PI
B4,1,PI(36:2),57142130,25.76805148,PI
B4,1,PI(38:4),5264656,22.32790784,PI
B4,1,Plasmenyl-PE(P-16:0/18:1),3815469.5,21.86342916,Plasmenyl-PE
B4,1,Plasmenyl-PE(P-16:0/22:5),1987525,20.92254158,Plasmenyl-PE
B4,1,Plasmenyl-PE(P-18:0/20:4),39143105,25.22225487,Plasmenyl-PE
B4,1,Plasmenyl-PE(P-18:0/22:5),5975607,22.51065384,Plasmenyl-PE
B4,1,Plasmenyl-PE(P-18:0/22:6),8105026,22.95038538,Plasmenyl-PE
B4,1,PMeOH(39:1),9866663,23.2341308,PMeOH
B4,1,PS(18:0_20:4),48765265,25.53935056,PS
B4,1,PS(34:1),46689805,25.47660423,PS
B4,1,PS(36:1),64221530,25.9365537,PS
B4,1,PS(36:2),42511195,25.34133948,PS
B4,1,PS(36:3),1675424.65,20.67609537,PS
B4,1,PS(38:4),28901840,24.78465801,PS
B4,1,PS(40:5),12324750,23.55505505,PS
B4,1,PS(40:6),3766033.5,21.8446144,PS
B4,1,SM(34:1),17745020,24.08091086,SM
B4,1,SM(40:1),3881375.5,21.88813658,SM
B4,1,SM(42:1),20884150,24.31590509,SM
B4,1,SM(42:2),31015145,24.88646953,SM
B4,1,SM(42:3),3518660.5,21.74659489,SM
B4,1,SM(d18:1/16:0),427579450,28.67161728,SM
B4,1,TG(10:0_12:0_14:0),4337280.5,22.04835932,TG
B4,1,TG(12:0_12:0_14:0),2209405,21.07522647,TG
B4,1,TG(12:0_12:0_8:0),3806512.5,21.86003839,TG
B4,1,TG(12:0_14:0_8:0),1981609,20.9182409,TG
B4,1,TG(14:0_16:0_16:0),12471380,23.57211778,TG
B4,1,TG(14:0_16:0_18:1),132895700,26.98571918,TG
B4,1,TG(14:0_16:1_18:1),28744580,24.77678662,TG
B4,1,TG(14:0_18:1_18:3),17675015,24.0752081,TG
B4,1,TG(15:0_16:0_18:1),66698295,25.99114655,TG
B4,1,TG(15:0_18:1_18:2),35810070,25.093862,TG
B4,1,TG(16:0_16:0_16:0),100844620,26.58755888,TG
B4,1,TG(16:0_16:0_18:0),40282770,25.26365956,TG
B4,1,TG(16:0_16:0_18:1),1329872500,30.30864079,TG
B4,1,TG(16:0_16:0_20:5),45929065,25.45290408,TG
B4,1,TG(16:0_16:1_18:1),420078450,28.64608354,TG
B4,1,TG(16:0_16:1_18:2),120643700,26.84617734,TG
B4,1,TG(16:0_17:0_18:1),135796000,27.01686574,TG
B4,1,TG(16:0_17:1_18:1),104929205,26.64484104,TG
B4,1,TG(16:0_18:0_18:0),7705737,22.87750152,TG
B4,1,TG(16:0_18:0_18:1),600791850,29.16229,TG
B4,1,TG(16:0_18:1_18:1),1952820500,30.8629122,TG
B4,1,TG(16:0_18:1_18:2),768848250,29.51812364,TG
B4,1,TG(16:0_18:1_18:3),368055850,28.45534946,TG
B4,1,TG(16:0_18:1_20:4),386324350,28.52523737,TG
B4,1,TG(16:0_18:1_20:5),182313750,27.44184813,TG
B4,1,TG(16:0_18:1_22:5),281906050,28.0706392,TG
B4,1,TG(16:0_18:2_18:3),48560280,25.5332734,TG
B4,1,TG(17:0_18:1_18:1),112037500,26.73940646,TG
B4,1,TG(17:0_18:1_18:2),84270570,26.32852555,TG
B4,1,TG(17:1_18:1_18:2),39153925,25.2226536,TG
B4,1,TG(18:0_18:0_18:0),2587863,21.30332981,TG
B4,1,TG(18:0_18:0_18:1),75889205,26.17739135,TG
B4,1,TG(18:0_18:1_18:1),437610150,28.70507096,TG
B4,1,TG(18:0_18:1_18:2),814157450,29.60073258,TG
B4,1,TG(18:0_18:1_20:4),151105100,27.17097711,TG
B4,1,TG(18:1_18:1_18:2),683890450,29.34919,TG
B4,1,TG(18:1_18:1_20:5),114810900,26.77468438,TG
B4,1,TG(18:1_18:1_22:5),79232350,26.23958626,TG
B4,1,TG(18:1_18:2_22:5),51706175,25.62383325,TG
B4,2,AcCar(16:0),6580782,22.6498276,AcCar
B4,2,AcCar(18:0),13237130,23.65808702,AcCar
B4,2,Cer-NS(d18:1/24:0),2625653.5,21.32424511,Cer-NS
B4,2,Cer-NS(d18:1/24:1),4017310,21.93779836,Cer-NS
B4,2,DG(18:0_20:4),7776980.5,22.89077869,DG
B4,2,DG(18:0_22:5),13477560,23.684056,DG
B4,2,DG(18:1_18:1),399908800,28.57509579,DG
B4,2,DG(18:1_20:3),29789985,24.82832406,DG
B4,2,DGTS(35:1),9447102,23.1714404,DGTS
B4,2,HBMP(16:0_16:0_18:1),54855510,25.7091332,HBMP
B4,2,HBMP(16:0_16:0_18:2),11049485,23.39747579,HBMP
B4,2,HBMP(16:0_18:0_18:1),30231710,24.84955925,HBMP
B4,2,HBMP(16:0_18:1_16:0),53256135,25.66644439,HBMP
B4,2,HBMP(16:0_18:1_18:1),46114140,25.45870586,HBMP
B4,2,HBMP(16:0_18:2_16:0),13134320,23.64683817,HBMP
B4,2,HBMP(16:0_20:1_16:0),30694525,24.87147801,HBMP
B4,2,HBMP(16:0_20:2_16:0),49305095,25.5552334,HBMP
B4,2,HBMP(16:0_20:3_16:0),20299085,24.27491136,HBMP
B4,2,HBMP(18:0_18:0_18:1),4229254.5,22.01197195,HBMP
B4,2,HBMP(18:0_18:1_18:1),11731150,23.48384111,HBMP
B4,2,HBMP(18:0_18:2_18:0),11434340,23.44686976,HBMP
B4,2,HBMP(18:1_18:1_18:1),9314195.5,23.15099973,HBMP
B4,2,LPC(18:0),3940702.5,21.91002141,LPC
B4,2,PC(15:0_18:1),300236050,28.16152197,PC
B4,2,PC(16:0_16:0),1751918500,30.70628852,PC
B4,2,PC(16:0_16:1),31699855,24.91797291,PC
B4,2,PC(16:0_18:0),445065150,28.7294413,PC
B4,2,PC(16:0_18:1),12861120000,33.58229723,PC
B4,2,PC(16:0_18:2),1778797000,30.72825473,PC
B4,2,PC(16:0_18:3),14573085,23.79680298,PC
B4,2,PC(16:0_20:3),34447020,25.03787585,PC
B4,2,PC(16:0_20:4),278138750,28.05122951,PC
B4,2,PC(16:0_20:5),4637989.5,22.14506812,PC
B4,2,PC(16:0_22:5),456757550,28.76685334,PC
B4,2,PC(17:0_18:1),17641180,24.07244373,PC
B4,2,PC(18:0_18:1),2425887500,31.1758655,PC
B4,2,PC(18:1_18:1),1738921000,30.69554525,PC
B4,2,PE(14:0_18:1),12532525,23.57917378,PE
B4,2,PE(15:0_18:1),7317100.5,22.80284064,PE
B4,2,PE(16:0_18:0),4395581,22.06762244,PE
B4,2,PE(16:0_18:1),1178694500,30.1345427,PE
B4,2,PE(16:0_18:2),212201450,27.66085927,PE
B4,2,PE(16:0_18:3),32434295,24.95101674,PE
B4,2,PE(16:0_20:4),90993985,26.43926785,PE
B4,2,PE(16:0_20:5),47305835,25.49551481,PE
B4,2,PE(16:0_22:4),8212649,22.96941621,PE
B4,2,PE(16:0_22:5),40003265,25.25361442,PE
B4,2,PE(16:0_22:6),6251433,22.5757555,PE
B4,2,PE(17:0_18:1),14138995,23.75317624,PE
B4,2,PE(18:0_18:1),474532600,28.82193196,PE
B4,2,PE(18:0_20:3),10229595.5,23.28624576,PE
B4,2,PE(18:0_20:4),104349950,26.63685467,PE
B4,2,PE(18:0_20:5),56891810,25.76171764,PE
B4,2,PE(18:0_22:5),58797955,25.80926264,PE
B4,2,PE(18:0_22:6),6590651,22.65198955,PE
B4,2,PE(18:1_18:1),349467500,28.38058305,PE
B4,2,PE(18:1_18:2),156110500,27.21799234,PE
B4,2,PE(18:1_20:4),87825565,26.38813762,PE
B4,2,PE(18:1_20:5),10230783,23.28641323,PE
B4,2,PE(32:0),29059800,24.79252144,PE
B4,2,PE(32:1),32397025,24.949358,PE
B4,2,PE(33:1),18010590,24.10234211,PE
B4,2,PE(34:0),9394047,23.16331538,PE
B4,2,PE(34:3),77273070,26.20346238,PE
B4,2,PE(35:1),36380015,25.1166428,PE
B4,2,PE(36:4),39893220,25.24964024,PE
B4,2,PE(38:3),22763535,24.44022128,PE
B4,2,PE(38:4),19449215,24.21320859,PE
B4,2,PE(40:5),605083.9,19.20677567,PE
B4,2,PE(40:6),19679075,24.23015907,PE
B4,2,PG(16:0_18:1),84565350,26.33356332,PG
B4,2,PG(16:0_18:2),12285560,23.55046028,PG
B4,2,PG(18:0_18:1),22426995,24.41873299,PG
B4,2,PG(18:1_18:1),62596700,25.89958327,PG
B4,2,PG(18:1_18:2),21109015,24.33135592,PG
B4,2,PG(34:2),12854950,23.61582066,PG
B4,2,PG(36:1),20281525,24.2736628,PG
B4,2,PG(36:2),68443935,26.02841937,PG
B4,2,PG(36:3),26452580,24.6569051,PG
B4,2,PI(16:0_18:1),46175850,25.46063518,PI
B4,2,PI(18:0_18:1),111873315,26.73729071,PI
B4,2,PI(18:1_18:1),46233005,25.4624198,PI
B4,2,PI(34:1),31871220,24.92575091,PI
B4,2,PI(36:1),92595805,26.4644435,PI
B4,2,PI(36:2),57120340,25.76750123,PI
B4,2,PI(38:4),4864367,22.21382065,PI
B4,2,Plasmenyl-PE(P-16:0/18:1),2713963,21.37196962,Plasmenyl-PE
B4,2,Plasmenyl-PE(P-16:0/22:5),1443242.5,20.4608823,Plasmenyl-PE
B4,2,Plasmenyl-PE(P-18:0/20:4),32074450,24.93492119,Plasmenyl-PE
B4,2,Plasmenyl-PE(P-18:0/22:5),5018326.5,22.25877491,Plasmenyl-PE
B4,2,Plasmenyl-PE(P-18:0/22:6),6238040,22.57266137,Plasmenyl-PE
B4,2,PMeOH(39:1),8945108.5,23.09266755,PMeOH
B4,2,PS(18:0_20:4),36522010,25.12226283,PS
B4,2,PS(34:1),44795025,25.41683518,PS
B4,2,PS(36:1),63097310,25.91107516,PS
B4,2,PS(36:2),42270505,25.33314801,PS
B4,2,PS(36:3),2194330,21.06534907,PS
B4,2,PS(38:4),25345735,24.59523967,PS
B4,2,PS(40:5),9099645,23.11737883,PS
B4,2,PS(40:6),2472868.5,21.23775409,PS
B4,2,SM(34:1),16426360,23.96950949,SM
B4,2,SM(40:1),3082638.5,21.55573428,SM
B4,2,SM(42:1),18543105,24.1443795,SM
B4,2,SM(42:2),27524360,24.71420568,SM
B4,2,SM(42:3),2666066,21.34628106,SM
B4,2,SM(d18:1/16:0),351405650,28.38856215,SM
B4,2,TG(10:0_12:0_14:0),8638098.5,23.04228234,TG
B4,2,TG(12:0_12:0_14:0),4391910.5,22.06641722,TG
B4,2,TG(12:0_12:0_8:0),4671178.5,22.15535515,TG
B4,2,TG(12:0_14:0_8:0),3773111.5,21.8473233,TG
B4,2,TG(14:0_16:0_16:0),15376840,23.87425572,TG
B4,2,TG(14:0_16:0_18:1),149718100,27.1576734,TG
B4,2,TG(14:0_16:1_18:1),33737485,25.00784909,TG
B4,2,TG(14:0_18:1_18:3),19666970,24.22927137,TG
B4,2,TG(15:0_16:0_18:1),76257765,26.18438091,TG
B4,2,TG(15:0_18:1_18:2),38770515,25.20845656,TG
B4,2,TG(16:0_16:0_16:0),108712450,26.69594193,TG
B4,2,TG(16:0_16:0_18:0),42387260,25.33712737,TG
B4,2,TG(16:0_16:0_18:1),1376122500,30.35796176,TG
B4,2,TG(16:0_16:0_20:5),43511555,25.37489524,TG
B4,2,TG(16:0_16:1_18:1),476391600,28.82757273,TG
B4,2,TG(16:0_16:1_18:2),132990350,26.98674632,TG
B4,2,TG(16:0_17:0_18:1),145538650,27.11682709,TG
B4,2,TG(16:0_17:1_18:1),115172100,26.77921603,TG
B4,2,TG(16:0_18:0_18:0),7854419.5,22.90507322,TG
B4,2,TG(16:0_18:0_18:1),635281800,29.24282145,TG
B4,2,TG(16:0_18:1_18:1),2021864000,30.91303881,TG
B4,2,TG(16:0_18:1_18:2),829037700,29.62686247,TG
B4,2,TG(16:0_18:1_18:3),395894050,28.56053914,TG
B4,2,TG(16:0_18:1_20:4),414676600,28.6274114,TG
B4,2,TG(16:0_18:1_20:5),197911450,27.56027984,TG
B4,2,TG(16:0_18:1_22:5),294972200,28.13600375,TG
B4,2,TG(16:0_18:2_18:3),54855690,25.70913794,TG
B4,2,TG(17:0_18:1_18:1),119807700,26.83614539,TG
B4,2,TG(17:0_18:1_18:2),83468715,26.31473223,TG
B4,2,TG(17:1_18:1_18:2),38726065,25.20680158,TG
B4,2,TG(18:0_18:0_18:0),2397792,21.19327508,TG
B4,2,TG(18:0_18:0_18:1),79074290,26.23670536,TG
B4,2,TG(18:0_18:1_18:1),459295600,28.77484772,TG
B4,2,TG(18:0_18:1_18:2),855515250,29.67221833,TG
B4,2,TG(18:0_18:1_20:4),144729500,27.10878377,TG
B4,2,TG(18:1_18:1_18:2),731959600,29.44718878,TG
B4,2,TG(18:1_18:1_20:5),121981350,26.86208535,TG
B4,2,TG(18:1_18:1_22:5),76723825,26.19317131,TG
B4,2,TG(18:1_18:2_22:5),55737305,25.73213991,TG
B4,3,AcCar(16:0),8758816.5,23.06230451,AcCar
B4,3,AcCar(18:0),19049155,24.18322367,AcCar
B4,3,Cer-NS(d18:1/24:0),5043923,22.26611482,Cer-NS
B4,3,Cer-NS(d18:1/24:1),6771660.5,22.69107821,Cer-NS
B4,3,DG(18:0_20:4),8039945,22.9387542,DG
B4,3,DG(18:0_22:5),10612070,23.33920276,DG
B4,3,DG(18:1_18:1),308700700,28.20163351,DG
B4,3,DG(18:1_20:3),23205985,24.4679936,DG
B4,3,DGTS(35:1),12879175,23.61853685,DGTS
B4,3,HBMP(16:0_16:0_18:1),51412865,25.61562607,HBMP
B4,3,HBMP(16:0_16:0_18:2),9831696.5,23.22900895,HBMP
B4,3,HBMP(16:0_18:0_18:1),29816835,24.82962379,HBMP
B4,3,HBMP(16:0_18:1_16:0),56804490,25.75950163,HBMP
B4,3,HBMP(16:0_18:1_18:1),42897985,25.35440655,HBMP
B4,3,HBMP(16:0_18:2_16:0),12428160,23.56710938,HBMP
B4,3,HBMP(16:0_20:1_16:0),32314710,24.94568771,HBMP
B4,3,HBMP(16:0_20:2_16:0),50101270,25.57834384,HBMP
B4,3,HBMP(16:0_20:3_16:0),20006845,24.25399034,HBMP
B4,3,HBMP(18:0_18:0_18:1),4287909.5,22.03184303,HBMP
B4,3,HBMP(18:0_18:1_18:1),11000915,23.39112019,HBMP
B4,3,HBMP(18:0_18:2_18:0),11743655,23.48537816,HBMP
B4,3,HBMP(18:1_18:1_18:1),8419048.5,23.00522576,HBMP
B4,3,LPC(18:0),5195582.5,22.30885407,LPC
B4,3,PC(15:0_18:1),276894150,28.04475933,PC
B4,3,PC(16:0_16:0),1689691500,30.65411272,PC
B4,3,PC(16:0_16:1),27727720,24.72482566,PC
B4,3,PC(16:0_18:0),456871550,28.76721337,PC
B4,3,PC(16:0_18:1),11924710000,33.47323513,PC
B4,3,PC(16:0_18:2),1823450000,30.76402349,PC
B4,3,PC(16:0_18:3),12074885,23.52550611,PC
B4,3,PC(16:0_20:3),33247200,24.98672951,PC
B4,3,PC(16:0_20:4),311671450,28.21545077,PC
B4,3,PC(16:0_20:5),4753433,22.1805384,PC
B4,3,PC(16:0_22:5),464670550,28.79163297,PC
B4,3,PC(17:0_18:1),15717785,23.90589459,PC
B4,3,PC(18:0_18:1),2288096500,31.09150075,PC
B4,3,PC(18:1_18:1),1717945500,30.67803712,PC
B4,3,PE(14:0_18:1),9294588,23.14795949,PE
B4,3,PE(15:0_18:1),4646334.5,22.14766159,PE
B4,3,PE(16:0_18:0),3817888.5,21.86434354,PE
B4,3,PE(16:0_18:1),1118431500,30.05882975,PE
B4,3,PE(16:0_18:2),203134650,27.59786111,PE
B4,3,PE(16:0_18:3),23810665,24.50510458,PE
B4,3,PE(16:0_20:4),105103305,26.6472328,PE
B4,3,PE(16:0_20:5),45173320,25.42896761,PE
B4,3,PE(16:0_22:4),5909334,22.49456411,PE
B4,3,PE(16:0_22:5),37429820,25.15768477,PE
B4,3,PE(16:0_22:6),6386658,22.60662977,PE
B4,3,PE(17:0_18:1),10983641,23.38885304,PE
B4,3,PE(18:0_18:1),425726850,28.66535284,PE
B4,3,PE(18:0_20:3),8407824.5,23.00330112,PE
B4,3,PE(18:0_20:4),110153400,26.71493879,PE
B4,3,PE(18:0_20:5),53957015,25.6853072,PE
B4,3,PE(18:0_22:5),57090840,25.76675595,PE
B4,3,PE(18:0_22:6),5112604.5,22.285627,PE
B4,3,PE(18:1_18:1),324822250,28.27507522,PE
B4,3,PE(18:1_18:2),148053050,27.14153897,PE
B4,3,PE(18:1_20:4),96291245,26.5209013,PE
B4,3,PE(18:1_20:5),16681270,23.99172579,PE
B4,3,PE(32:0),25375850,24.59695281,PE
B4,3,PE(32:1),26642980,24.66725212,PE
B4,3,PE(33:1),15704230,23.90464987,PE
B4,3,PE(34:0),8911223.5,23.08719209,PE
B4,3,PE(34:3),64961020,25.95307095,PE
B4,3,PE(35:1),31982765,24.93079133,PE
B4,3,PE(36:4),33071135,24.97906922,PE
B4,3,PE(38:3),20608055,24.29670501,PE
B4,3,PE(38:4),21332600,24.34655648,PE
B4,3,PE(40:5),807218.55,19.6225998,PE
B4,3,PE(40:6),17197810,24.03572153,PE
B4,3,PG(16:0_18:1),77743055,26.21221047,PG
B4,3,PG(16:0_18:2),9582214.5,23.19192768,PG
B4,3,PG(18:0_18:1),18027520,24.10369761,PG
B4,3,PG(18:1_18:1),62356105,25.89402748,PG
B4,3,PG(18:1_18:2),18464135,24.13822234,PG
B4,3,PG(34:2),11805170,23.49291548,PG
B4,3,PG(36:1),20386015,24.28107645,PG
B4,3,PG(36:2),83966160,26.32330467,PG
B4,3,PG(36:3),31909695,24.92749148,PG
B4,3,PI(16:0_18:1),35231720,25.07037157,PI
B4,3,PI(18:0_18:1),89380530,26.41345726,PI
B4,3,PI(18:1_18:1),35960225,25.09989871,PI
B4,3,PI(34:1),28399205,24.75934721,PI
B4,3,PI(36:1),92046390,26.45585781,PI
B4,3,PI(36:2),63632345,25.92325695,PI
B4,3,PI(38:4),6785494.5,22.69402253,PI
B4,3,Plasmenyl-PE(P-16:0/18:1),5303073,22.33839718,Plasmenyl-PE
B4,3,Plasmenyl-PE(P-16:0/22:5),3503217.5,21.74024913,Plasmenyl-PE
B4,3,Plasmenyl-PE(P-18:0/20:4),47622845,25.50515047,Plasmenyl-PE
B4,3,Plasmenyl-PE(P-18:0/22:5),7269682,22.79346083,Plasmenyl-PE
B4,3,Plasmenyl-PE(P-18:0/22:6),10045639.5,23.26006607,Plasmenyl-PE
B4,3,PMeOH(39:1),8643062.5,23.04311116,PMeOH
B4,3,PS(18:0_20:4),63020720,25.9093229,PS
B4,3,PS(34:1),55216810,25.71860421,PS
B4,3,PS(36:1),63191525,25.91322775,PS
B4,3,PS(36:2),41170930,25.2951227,PS
B4,3,PS(36:3),1371955,20.38780173,PS
B4,3,PS(38:4),37493250,25.16012755,PS
B4,3,PS(40:5),12923190,23.6234589,PS
B4,3,PS(40:6),5855752.5,22.48142315,PS
B4,3,SM(34:1),25054865,24.57858743,SM
B4,3,SM(40:1),6924137.5,22.72320294,SM
B4,3,SM(42:1),31985185,24.93090049,SM
B4,3,SM(42:2),45403335,25.43629494,SM
B4,3,SM(42:3),5821783,22.47302964,SM
B4,3,SM(d18:1/16:0),698189800,29.37904404,SM
B4,3,TG(10:0_12:0_14:0),4340444.5,22.04941136,TG
B4,3,TG(12:0_12:0_14:0),2734278.5,21.38272877,TG
B4,3,TG(12:0_12:0_8:0),2460331.5,21.23042128,TG
B4,3,TG(12:0_14:0_8:0),2626069.5,21.32447367,TG
B4,3,TG(14:0_16:0_16:0),11480800,23.45271984,TG
B4,3,TG(14:0_16:0_18:1),124988450,26.89721954,TG
B4,3,TG(14:0_16:1_18:1),26446195,24.65655683,TG
B4,3,TG(14:0_18:1_18:3),16484965,23.97464749,TG
B4,3,TG(15:0_16:0_18:1),64459550,25.94189078,TG
B4,3,TG(15:0_18:1_18:2),30511715,24.86285994,TG
B4,3,TG(16:0_16:0_16:0),98871260,26.55904788,TG
B4,3,TG(16:0_16:0_18:0),38662785,25.20444223,TG
B4,3,TG(16:0_16:0_18:1),1291224000,30.26609215,TG
B4,3,TG(16:0_16:0_20:5),38190910,25.18672596,TG
B4,3,TG(16:0_16:1_18:1),396818600,28.56390441,TG
B4,3,TG(16:0_16:1_18:2),106504950,26.66634524,TG
B4,3,TG(16:0_17:0_18:1),126781950,26.91777412,TG
B4,3,TG(16:0_17:1_18:1),92007295,26.45524492,TG
B4,3,TG(16:0_18:0_18:0),6964746.5,22.73163941,TG
B4,3,TG(16:0_18:0_18:1),585108450,29.12412881,TG
B4,3,TG(16:0_18:1_18:1),1870393500,30.80069468,TG
B4,3,TG(16:0_18:1_18:2),733641800,29.4505006,TG
B4,3,TG(16:0_18:1_18:3),332791800,28.31004464,TG
B4,3,TG(16:0_18:1_20:4),364743450,28.44230683,TG
B4,3,TG(16:0_18:1_20:5),161918750,27.27069482,TG
B4,3,TG(16:0_18:1_22:5),273447150,28.02668678,TG
B4,3,TG(16:0_18:2_18:3),44707485,25.41401305,TG
B4,3,TG(17:0_18:1_18:1),99885660,26.57377424,TG
B4,3,TG(17:0_18:1_18:2),71645430,26.09437135,TG
B4,3,TG(17:1_18:1_18:2),35833155,25.09479174,TG
B4,3,TG(18:0_18:0_18:0),1207810.9,20.20396317,TG
B4,3,TG(18:0_18:0_18:1),73854890,26.13819011,TG
B4,3,TG(18:0_18:1_18:1),434168000,28.69367816,TG
B4,3,TG(18:0_18:1_18:2),781409850,29.5415042,TG
B4,3,TG(18:0_18:1_20:4),148752600,27.14833964,TG
B4,3,TG(18:1_18:1_18:2),654745350,29.28635867,TG
B4,3,TG(18:1_18:1_20:5),104919500,26.6447076,TG
B4,3,TG(18:1_18:1_22:5),78948435,26.23440733,TG
B4,3,TG(18:1_18:2_22:5),44691275,25.41348987,TG
G1,1,AcCar(16:0),10898865,23.37767457,AcCar
G1,1,AcCar(18:0),26419710,24.65511129,AcCar
G1,1,Cer-NS(d18:1/24:0),8018929.5,22.93497822,Cer-NS
G1,1,Cer-NS(d18:1/24:1),6524875.5,22.63751894,Cer-NS
G1,1,DG(18:0_20:4),13182310,23.65209987,DG
G1,1,DG(18:0_22:5),17783785,24.08405908,DG
G1,1,DG(18:1_18:1),312169750,28.2177555,DG
G1,1,DG(18:1_20:3),30917205,24.88190657,DG
G1,1,DGTS(35:1),22156610,24.40123383,DGTS
G1,1,HBMP(16:0_16:0_18:1),43439430,25.37250184,HBMP
G1,1,HBMP(16:0_16:0_18:2),7653939.5,22.86777107,HBMP
G1,1,HBMP(16:0_18:0_18:1),21515955,24.35890354,HBMP
G1,1,HBMP(16:0_18:1_16:0),59121885,25.81718893,HBMP
