Group,Batch,species,peakarea,logpeakarea,Class
RAP,1,DG(14:0_18:2),31780651,24.92164534,DG
RAP,1,DG(15:0_16:0),16023385.02,23.93367562,DG
RAP,1,DG(15:0_18:1),165918088,27.30589593,DG
RAP,1,DG(16:0_16:0),1375704600,30.35752357,DG
RAP,1,DG(16:0_18:0),259603557,27.95173491,DG
RAP,1,DG(16:0_18:1),6840105486,32.67137143,DG
RAP,1,DG(16:0_18:2),1816985721,30.75889994,DG
RAP,1,DG(16:0_18:3),194167748.6,27.53272835,DG
RAP,1,DG(16:0_20:5),137017395.3,27.02978382,DG
RAP,1,DG(17:0_18:1),495406125.6,28.88403647,DG
RAP,1,DG(17:1_18:1),173608014.9,27.37125831,DG
RAP,1,DG(17:1_18:2),14197872.53,23.75917143,DG
RAP,1,DG(18:0_18:0),104465532.3,26.63845177,DG
RAP,1,DG(18:0_18:1),3745364311,31.80245891,DG
RAP,1,DG(18:0_20:4),213174935.1,27.66746258,DG
RAP,1,DG(18:0_22:5),263583877.1,27.97368689,DG
RAP,1,DG(18:1_18:1),6671655890,32.63539773,DG
RAP,1,DG(18:1_18:2),2987726634,31.47640101,DG
RAP,1,DG(18:1_18:3),969816796.6,29.853137,DG
RAP,1,DG(18:1_20:0),17624926.89,24.07111394,DG
RAP,1,DG(18:1_20:3),555289705,29.04866541,DG
RAP,1,DG(18:1_20:4),1405966150,30.38891471,DG
RAP,1,DG(18:1_20:5),297127149.3,28.14650519,DG
RAP,1,DG(18:1_22:5),487005261.3,28.85936212,DG
RAP,1,DG(18:1_22:6),73283089.19,26.12697698,DG
RAP,1,DG(18:2_18:3),84851633.96,26.33843911,DG
RAP,1,HBMP(16:0_18:1_14:0),9337610.507,23.15462198,HBMP
RAP,1,HBMP(16:0_18:1_16:0),273873678.9,28.02893538,HBMP
RAP,1,HBMP(16:0_18:2_16:0),73007804.15,26.12154735,HBMP
RAP,1,HBMP(16:0_20:4_16:0),25144908.62,24.58376297,HBMP
RAP,1,HBMP(18:0_18:1_16:0),152165735.4,27.18106829,HBMP
RAP,1,HBMP(18:0_18:1_18:0),15945977.67,23.92668922,HBMP
RAP,1,HBMP(18:0_18:2_18:1),62790094.38,25.90403364,HBMP
RAP,1,HBMP(18:0_18:3_18:1),36529980.22,25.12257764,HBMP
RAP,1,HBMP(18:1_18:1_16:0),248132798.1,27.8865372,HBMP
RAP,1,HBMP(18:1_18:1_18:0),56187441.83,25.74374438,HBMP
RAP,1,HBMP(18:1_18:2_16:0),133722521,26.99466722,HBMP
RAP,1,HBMP(18:1_20:4_16:0),9429383.447,23.16873201,HBMP
RAP,1,LPC(18:1),8124505.558,22.95384859,LPC
RAP,1,PC(14:0_16:0),2142462621,30.99662289,PC
RAP,1,PC(14:0_16:1),147100611.9,27.13222801,PC
RAP,1,PC(14:0_18:1),9264081065,33.10900073,PC
RAP,1,PC(14:0_18:2),639343468.2,29.25201594,PC
RAP,1,PC(15:0_16:0),1457305586,30.44065629,PC
RAP,1,PC(15:0_18:1),5250329605,32.28976085,PC
RAP,1,PC(15:0_18:2),507286970,28.91822686,PC
RAP,1,PC(16:0_16:0),25103070328,34.54714478,PC
RAP,1,PC(16:0_17:0),1328674345,30.3073404,PC
RAP,1,PC(16:0_18:1),1.21E+11,36.81024219,PC
RAP,1,PC(16:0_18:2),24239891195,34.49666417,PC
RAP,1,PC(16:0_20:4),7442192747,32.79308061,PC
RAP,1,PC(16:0_22:5),9399690609,33.12996613,PC
RAP,1,PC(16:0_22:6),1607982307,30.58260439,PC
RAP,1,PC(17:0_18:1),5664062233,32.39918997,PC
RAP,1,PC(17:0_18:2),1104963242,30.04135123,PC
RAP,1,PC(18:0_18:0),773418233.6,29.52667354,PC
RAP,1,PC(18:0_20:4),3915578000,31.86657814,PC
RAP,1,PC(18:0_22:5),1896075725,30.82036944,PC
RAP,1,PC(18:0_22:6),384694293.2,28.51913719,PC
RAP,1,PC(18:1_18:1),23896477756,34.47607894,PC
RAP,1,PC(18:1_22:5),857744450.9,29.67597265,PC
RAP,1,PE(14:0_20:4),5882823.049,22.48807721,PE
RAP,1,PE(15:0_18:1),93688000.23,26.48136094,PE
RAP,1,PE(16:0_16:0),282752632.3,28.07496521,PE
RAP,1,PE(16:0_16:1),222964918.8,27.73224149,PE
RAP,1,PE(16:0_18:0),81222908.32,26.27538335,PE
RAP,1,PE(16:0_18:1),6017673873,32.48655878,PE
RAP,1,PE(16:0_18:2),1286445724,30.26074344,PE
RAP,1,PE(16:0_18:3),349530624.9,28.38084363,PE
RAP,1,PE(16:0_20:4),642247546.6,29.25855423,PE
RAP,1,PE(16:0_20:5),316404780.9,28.23719616,PE
RAP,1,PE(17:0_18:1),338831096,28.33599104,PE
RAP,1,PE(18:0_18:1),3005567943,31.48499049,PE
RAP,1,PE(18:0_20:3),161435433.4,27.26638203,PE
RAP,1,PE(18:0_20:4),635654377,29.2436673,PE
RAP,1,PE(18:0_20:5),289634054.1,28.109656,PE
RAP,1,PE(18:0_22:5),523460524.6,28.9635055,PE
RAP,1,PE(18:1_18:1),2156633358,31.00613378,PE
RAP,1,PE(18:1_18:2),777966237.7,29.53513231,PE
RAP,1,PE(18:1_20:4),653476371.7,29.28355983,PE
RAP,1,PE(18:1_20:5),70907104.55,26.07942685,PE
RAP,1,PE(32:2),24889556.79,24.5690372,PE
RAP,1,PE(32:3),2749461.496,21.39071765,PE
RAP,1,PE(36:5),13552928.7,23.69210131,PE
RAP,1,PE(41:5),30857067.21,24.87909761,PE
RAP,1,PG(16:0_18:1),424574697.1,28.66144315,PG
RAP,1,PG(16:0_18:2),82884241.39,26.3045945,PG
RAP,1,PG(16:0_20:4),5027175.065,22.2613165,PG
RAP,1,PG(18:0_20:5),16356318.41,23.96334472,PG
RAP,1,PG(18:1_18:1),432084709.4,28.68673894,PG
RAP,1,PG(18:1_18:2),173975616.8,27.37430988,PG
RAP,1,PG(18:1_20:4),29071253.5,24.79308994,PG
RAP,1,PG(34:3),8636414.14,23.042001,PG
RAP,1,PG(36:4),23729138.13,24.50015637,PG
RAP,1,PI(34:1),60172954.72,25.84261186,PI
RAP,1,PI(36:1),181343025.7,27.43414602,PI
RAP,1,PI(36:2),116217150.4,26.79224774,PI
RAP,1,PI(36:3),7950978.235,22.92270094,PI
RAP,1,Plasmanyl-LPC(O-16:1),9862734.077,23.23355621,Plasmanyl-LPC
RAP,1,Plasmenyl-PE(P-16:0/18:1),17356551.98,24.04897704,Plasmenyl-PE
RAP,1,Plasmenyl-PE(P-16:0/22:5),58034243.6,25.79040109,Plasmenyl-PE
RAP,1,Plasmenyl-PE(P-18:0/22:4),53016016.07,25.65992493,Plasmenyl-PE
RAP,1,Plasmenyl-PE(P-18:0/22:6),29353218.2,24.80701535,Plasmenyl-PE
RAP,1,PS(16:0_18:1),85589968.54,26.35093838,PS
RAP,1,PS(18:0_18:1),178495938.9,27.41131601,PS
RAP,1,PS(18:0_20:4),113830246.9,26.76230872,PS
RAP,1,PS(18:0_20:5),25649888.14,24.6124492,PS
RAP,1,PS(18:0_22:6),17721959.92,24.07903483,PS
RAP,1,PS(18:1_18:1),132801558.2,26.98469683,PS
RAP,1,PS(18:1_18:2),23974264.58,24.51498322,PS
RAP,1,PS(34:1),22022033.42,24.39244435,PS
RAP,1,SM(d18:1/16:0),2184326046,31.02454107,SM
RAP,1,SM(d18:1/22:0),460106357.4,28.77739215,SM
RAP,1,SM(d18:1/24:0),1147633491,30.09601483,SM
RAP,1,SM(d18:1/24:1),1619940239,30.59329345,SM
RAP,1,TG(12:0_12:0_12:0),1554610.297,20.56812155,TG
RAP,1,TG(14:0_16:1_18:2),15978272.16,23.92960807,TG
RAP,1,TG(14:0_18:1_18:3),96226814.12,26.51993563,TG
RAP,1,TG(15:0_18:1_18:3),17868933.65,24.09095021,TG
RAP,1,TG(16:0_18:2_18:3),229294907.4,27.77262907,TG
RAP,1,TG(16:0_18:2_20:5),202800710.1,27.59548746,TG
RAP,1,TG(16:0_18:3_18:3),57534747.49,25.77793018,TG
RAP,1,TG(16:0_18:3_22:6),52889868.53,25.65648805,TG
RAP,1,TG(17:1_18:2_18:2),7482940.876,22.83517395,TG
RAP,1,TG(18:1_18:2_18:3),248907105.5,27.89103217,TG
RAP,1,TG(18:1_18:2_20:5),256648051.4,27.93521607,TG
RAP,1,TG(18:1_18:3_22:6),42074358.59,25.32643794,TG
RAP,1,TG(18:1_20:4_22:5),34129838.86,25.02453027,TG
RAP,2,BMP(18:1_22:5),21317821.81,24.3455567,BMP
RAP,2,Cer-NS(d18:1/22:0),21442287.79,24.35395551,Cer-NS
RAP,2,Cer-NS(d18:1/24:0),39105103.68,25.22085357,Cer-NS
RAP,2,Cer-NS(d18:1/24:1),50024230.97,25.57612375,Cer-NS
RAP,2,DG(14:0_18:1),213017241.1,27.66639496,DG
RAP,2,DG(14:0_18:2),22136236.61,24.39990663,DG
RAP,2,DG(15:0_16:0),13108187.98,23.64396493,DG
RAP,2,DG(15:0_18:1),155449562.6,27.21187132,DG
RAP,2,DG(16:0_16:0),1239251951,30.20682238,DG
RAP,2,DG(16:0_18:0),201444960.5,27.58581047,DG
RAP,2,DG(16:0_18:1),6474781331,32.59218432,DG
RAP,2,DG(16:0_18:2),1678653372,30.64465721,DG
RAP,2,DG(16:0_18:3),166995079.3,27.31523035,DG
RAP,2,DG(16:0_20:5),138138032.6,27.04153534,DG
RAP,2,DG(17:0_18:1),430663506.4,28.68198584,DG
RAP,2,DG(17:1_18:1),155687319.1,27.2140762,DG
RAP,2,DG(17:1_18:2),12850630.74,23.61533584,DG
RAP,2,DG(18:0_18:0),87712034.37,26.38627146,DG
RAP,2,DG(18:0_18:1),3427110857,31.67434571,DG
RAP,2,DG(18:0_20:4),190193774.9,27.50289479,DG
RAP,2,DG(18:0_22:5),258052895.6,27.94309158,DG
RAP,2,DG(18:1_18:1),6225290085,32.53549392,DG
RAP,2,DG(18:1_18:2),2906897946,31.43683328,DG
RAP,2,DG(18:1_18:3),847535778.1,29.65869903,DG
RAP,2,DG(18:1_20:0),29589535.33,24.8185837,DG
RAP,2,DG(18:1_20:3),573502519.4,29.09522458,DG
RAP,2,DG(18:1_20:4),1448589417,30.43200159,DG
RAP,2,DG(18:1_20:5),264809995.7,27.98038234,DG
RAP,2,DG(18:1_22:5),514458291.2,28.93847888,DG
RAP,2,DG(18:1_22:6),81599542.01,26.28205772,DG
RAP,2,DG(18:2_18:3),61624999.54,25.87701239,DG
RAP,2,HBMP(16:0_18:1_14:0),10107298.49,23.26889411,HBMP
RAP,2,HBMP(16:0_18:1_16:0),287306621,28.098016,HBMP
RAP,2,HBMP(16:0_18:2_16:0),78171390.01,26.22013736,HBMP
RAP,2,HBMP(16:0_20:4_16:0),26220531.52,24.64419359,HBMP
RAP,2,HBMP(18:0_18:1_16:0),166416702.6,27.310225,HBMP
RAP,2,HBMP(18:0_18:1_18:0),17038996.68,24.02233705,HBMP
RAP,2,HBMP(18:0_18:2_18:1),68447211.67,26.02848844,HBMP
RAP,2,HBMP(18:0_18:3_18:1),41714063.77,25.31403053,HBMP
RAP,2,HBMP(18:1_18:1_16:0),265967436.3,27.98667438,HBMP
RAP,2,HBMP(18:1_18:1_18:0),63507187.35,25.92041654,HBMP
RAP,2,HBMP(18:1_18:2_16:0),149057202.7,27.15129085,HBMP
RAP,2,HBMP(18:1_20:4_16:0),14211429.82,23.76054838,HBMP
RAP,2,LPC(18:1),6017530.385,22.52074009,LPC
RAP,2,PC(14:0_16:0),1779643883,30.72894143,PC
RAP,2,PC(14:0_16:1),118990079,26.82626605,PC
RAP,2,PC(14:0_18:1),8460594848,32.97811195,PC
RAP,2,PC(14:0_18:2),576315636.8,29.10228392,PC
RAP,2,PC(15:0_16:0),1324729851,30.30305104,PC
RAP,2,PC(15:0_18:1),4954836215,32.20619022,PC
RAP,2,PC(15:0_18:2),461082163.6,28.78044862,PC
RAP,2,PC(16:0_16:0),23975462137,34.48083957,PC
RAP,2,PC(16:0_17:0),1252449652,30.22210546,PC
RAP,2,PC(16:0_18:1),1.23E+11,36.83986736,PC
RAP,2,PC(16:0_18:2),23677403537,34.46279183,PC
RAP,2,PC(16:0_20:4),7686620895,32.83970237,PC
RAP,2,PC(16:0_22:5),10026090664,33.22304013,PC
RAP,2,PC(16:0_22:6),1629211669,30.60152691,PC
RAP,2,PC(17:0_18:1),5464172096,32.34735578,PC
RAP,2,PC(17:0_18:2),1024602975,29.93241784,PC
RAP,2,PC(18:0_18:0),855220922.5,29.67172191,PC
RAP,2,PC(18:0_20:4),4046286961,31.91395149,PC
RAP,2,PC(18:0_22:5),2088766418,30.96000402,PC
RAP,2,PC(18:0_22:6),415187797.2,28.6291888,PC
RAP,2,PC(18:1_18:1),23773776430,34.46865204,PC
RAP,2,PC(18:1_22:5),911255919.3,29.76328104,PC
RAP,2,PE(14:0_20:4),3467308.631,21.72538483,PE
RAP,2,PE(15:0_18:1),89146450.53,26.40967402,PE
RAP,2,PE(16:0_16:0),279569192.4,28.05863015,PE
RAP,2,PE(16:0_16:1),192344582.2,27.51911795,PE
RAP,2,PE(16:0_18:0),72109696.34,26.10368993,PE
RAP,2,PE(16:0_18:1),6238064336,32.53845129,PE
RAP,2,PE(16:0_18:2),1279258084,30.2526602,PE
RAP,2,PE(16:0_18:3),358092241,28.41575602,PE
RAP,2,PE(16:0_20:4),672091420.1,29.32408225,PE
RAP,2,PE(16:0_20:5),353632749.8,28.39767665,PE
RAP,2,PE(17:0_18:1),318180412.7,28.24526978,PE
RAP,2,PE(18:0_18:1),3052803434,31.50748755,PE
RAP,2,PE(18:0_20:3),158634052.4,27.24112725,PE
RAP,2,PE(18:0_20:4),685159987.8,29.35186566,PE
RAP,2,PE(18:0_20:5),383650439.5,28.51521717,PE
RAP,2,PE(18:0_22:5),592422693.5,29.14205167,PE
RAP,2,PE(18:1_18:1),2202149437,31.03626523,PE
RAP,2,PE(18:1_18:2),773975628.1,29.5277129,PE
RAP,2,PE(18:1_20:4),693553431.1,29.36943179,PE
RAP,2,PE(18:1_20:5),94438461.8,26.49287121,PE
RAP,2,PE(32:2),21678757.74,24.36977875,PE
RAP,2,PE(32:3),2173194.134,21.05138563,PE
RAP,2,PE(36:5),11199868.65,23.41697848,PE
RAP,2,PE(41:5),36088475.5,25.10503486,PE
RAP,2,PG(16:0_18:1),403327247.1,28.58737563,PG
RAP,2,PG(16:0_18:2),84896600.58,26.33920345,PG
RAP,2,PG(16:0_20:4),7283629.652,22.79622614,PG
RAP,2,PG(18:0_20:5),18677162.61,24.15477197,PG
RAP,2,PG(18:1_18:1),436978486.6,28.70298701,PG
RAP,2,PG(18:1_18:2),169614146.6,27.33768126,PG
RAP,2,PG(18:1_20:4),33024418.17,24.97702981,PG
RAP,2,PG(34:3),9822085.989,23.22759802,PG
RAP,2,PG(36:4),26091711.41,24.63708824,PG
RAP,2,PI(34:1),64899062.17,25.95169429,PI
RAP,2,PI(36:1),218034833.5,27.6999834,PI
RAP,2,PI(36:2),119571791.1,26.83330183,PI
RAP,2,PI(36:3),8280789.608,22.98133691,PI
RAP,2,Plasmanyl-LPC(O-16:1),11309700.06,23.43105733,Plasmanyl-LPC
RAP,2,Plasmenyl-PE(P-16:0/18:1),14369079.41,23.7764643,Plasmenyl-PE
RAP,2,Plasmenyl-PE(P-16:0/22:5),76889641.93,26.19628592,Plasmenyl-PE
RAP,2,Plasmenyl-PE(P-18:0/22:4),34078392.55,25.02235395,Plasmenyl-PE
RAP,2,Plasmenyl-PE(P-18:0/22:6),35499306.59,25.08128751,Plasmenyl-PE
RAP,2,PS(16:0_18:1),85333476.72,26.34660849,PS
RAP,2,PS(18:0_18:1),236144065.4,27.81509204,PS
RAP,2,PS(18:0_20:4),124631738.9,26.89309627,PS
RAP,2,PS(18:0_20:5),23776585.42,24.50303821,PS
RAP,2,PS(18:0_22:6),26120046.52,24.63865413,PS
RAP,2,PS(18:1_18:1),142580741.8,27.08720389,PS
RAP,2,PS(18:1_18:2),25472912.69,24.6024606,PS
RAP,2,PS(34:1),24646520.2,24.55488063,PS
RAP,2,SM(d18:1/16:0),1817363247,30.75919966,SM
RAP,2,SM(d18:1/22:0),626151600.6,29.22193676,SM
RAP,2,SM(d18:1/24:0),973484999,29.85858351,SM
RAP,2,SM(d18:1/24:1),1752240142,30.70655336,SM
RAP,2,TG(12:0_12:0_12:0),1548119.226,20.56208515,TG
RAP,2,TG(14:0_16:1_18:2),14590908.65,23.79856639,TG
RAP,2,TG(14:0_18:1_18:3),89192877.16,26.41042517,TG
RAP,2,TG(15:0_18:1_18:3),18043596.94,24.10498363,TG
RAP,2,TG(16:0_18:2_18:3),233320932.6,27.7977405,TG
RAP,2,TG(16:0_18:2_20:5),212772915.6,27.66473928,TG
RAP,2,TG(16:0_18:3_18:3),56214646.99,25.74444274,TG
RAP,2,TG(16:0_18:3_22:6),57096861.01,25.7669081,TG
RAP,2,TG(17:1_18:2_18:2),8154343.743,22.95913734,TG
RAP,2,TG(18:1_18:2_18:3),287861289.5,28.10079855,TG
RAP,2,TG(18:1_18:2_20:5),305670799,28.1874035,TG
RAP,2,TG(18:1_18:3_22:6),47549011.84,25.50291202,TG
RAP,2,TG(18:1_20:4_22:5),60658370.31,25.8542034,TG
RAP,3,BMP(18:1_22:5),21177706.12,24.336043,BMP
RAP,3,Cer-NS(d18:1/22:0),16423786.14,23.96928341,Cer-NS
RAP,3,Cer-NS(d18:1/24:0),70326235.99,26.06755967,Cer-NS
RAP,3,Cer-NS(d18:1/24:1),102598949.6,26.61244072,Cer-NS
RAP,3,DG(14:0_18:1),248692319,27.88978671,DG
RAP,3,DG(14:0_18:2),23317711.04,24.47492284,DG
RAP,3,DG(15:0_16:0),13980984.44,23.73696261,DG
RAP,3,DG(15:0_18:1),163709636,27.286564,DG
RAP,3,DG(16:0_16:0),1335813973,30.31507196,DG
RAP,3,DG(16:0_18:0),234174181,27.80300678,DG
RAP,3,DG(16:0_18:1),6510553344,32.60013302,DG
RAP,3,DG(16:0_18:2),1732536172,30.69023833,DG
RAP,3,DG(16:0_18:3),158777397.1,27.24243031,DG
RAP,3,DG(16:0_20:5),122004001,26.86235322,DG
RAP,3,DG(17:0_18:1),460671962.6,28.77916455,DG
RAP,3,DG(17:1_18:1),167928342.2,27.3232705,DG
RAP,3,DG(17:1_18:2),12609082.18,23.58795993,DG
RAP,3,DG(18:0_18:0),94286571.36,26.49054898,DG
RAP,3,DG(18:0_18:1),3564107656,31.73089377,DG
RAP,3,DG(18:0_20:4),183589806.7,27.45191072,DG
RAP,3,DG(18:0_22:5),241221245,27.84578173,DG
RAP,3,DG(18:1_18:1),6089781036,32.50374321,DG
RAP,3,DG(18:1_18:2),2854501645,31.41059175,DG
RAP,3,DG(18:1_18:3),871241704.6,29.69849777,DG
RAP,3,DG(18:1_20:0),19359363.75,24.2065282,DG
RAP,3,DG(18:1_20:3),537026795.9,29.00041883,DG
RAP,3,DG(18:1_20:4),1392409492,30.37493641,DG
RAP,3,DG(18:1_20:5),274004928,28.0296266,DG
RAP,3,DG(18:1_22:5),482284630.8,28.84530959,DG
RAP,3,DG(18:1_22:6),83302711.05,26.31186011,DG
RAP,3,DG(18:2_18:3),67924541.07,26.01742958,DG
RAP,3,HBMP(16:0_18:1_14:0),11998291.46,23.51632565,HBMP
RAP,3,HBMP(16:0_18:1_16:0),321333159.4,28.25949462,HBMP
RAP,3,HBMP(16:0_18:2_16:0),85820669.42,26.35482182,HBMP
RAP,3,HBMP(16:0_20:4_16:0),30801548.38,24.87649954,HBMP
RAP,3,HBMP(18:0_18:1_16:0),184101348.5,27.45592495,HBMP
RAP,3,HBMP(18:0_18:1_18:0),19514763.81,24.21806267,HBMP
RAP,3,HBMP(18:0_18:2_18:1),75864246.23,26.17691679,HBMP
RAP,3,HBMP(18:0_18:3_18:1),47320858.92,25.49597292,HBMP
RAP,3,HBMP(18:1_18:1_16:0),299860304.5,28.15971531,HBMP
RAP,3,HBMP(18:1_18:1_18:0),68132210.68,26.02183368,HBMP
RAP,3,HBMP(18:1_18:2_16:0),162814449.4,27.2786535,HBMP
RAP,3,HBMP(18:1_20:4_16:0),14714856.27,23.81077011,HBMP
RAP,3,LPC(18:1),7310069.535,22.8014537,LPC
RAP,3,PC(14:0_16:0),2131201103,30.98901959,PC
RAP,3,PC(14:0_16:1),141512128.7,27.07635047,PC
RAP,3,PC(14:0_18:1),9407863688,33.13122001,PC
RAP,3,PC(14:0_18:2),649920981.6,29.27568908,PC
RAP,3,PC(15:0_16:0),1423247975,30.4065399,PC
RAP,3,PC(15:0_18:1),5172768618,32.26828951,PC
RAP,3,PC(15:0_18:2),525731100.9,28.96974984,PC
RAP,3,PC(16:0_16:0),24472781420,34.51045903,PC
RAP,3,PC(16:0_17:0),1299984642,30.27584743,PC
RAP,3,PC(16:0_18:1),1.18E+11,36.7799959,PC
RAP,3,PC(16:0_18:2),23863221906,34.47406979,PC
RAP,3,PC(16:0_20:4),7545123060,32.81289729,PC
RAP,3,PC(16:0_22:5),9393682978,33.12904376,PC
RAP,3,PC(16:0_22:6),1792293019,30.73915937,PC
RAP,3,PC(17:0_18:1),5815755052,32.43731936,PC
RAP,3,PC(17:0_18:2),1039399245,29.95310277,PC
RAP,3,PC(18:0_18:0),896816127,29.74023698,PC
RAP,3,PC(18:0_20:4),3725576685,31.79481661,PC
RAP,3,PC(18:0_22:5),1999864678,30.89725524,PC
RAP,3,PC(18:0_22:6),496286652.2,28.88659841,PC
RAP,3,PC(18:1_18:1),23670658279,34.46238078,PC
RAP,3,PC(18:1_22:5),897450484.5,29.7412571,PC
RAP,3,PE(14:0_20:4),3253815.57,21.63370105,PE
RAP,3,PE(15:0_18:1),101737543.9,26.60027693,PE
RAP,3,PE(16:0_16:0),293896050.8,28.13073073,PE
RAP,3,PE(16:0_16:1),219742021.7,27.71123554,PE
RAP,3,PE(16:0_18:0),86607548.39,26.36798943,PE
RAP,3,PE(16:0_18:1),6313587890,32.55581295,PE
RAP,3,PE(16:0_18:2),1347363169,30.32749162,PE
RAP,3,PE(16:0_18:3),383834018.8,28.51590734,PE
RAP,3,PE(16:0_20:4),675961719,29.33236631,PE
RAP,3,PE(16:0_20:5),351585406.3,28.38929995,PE
RAP,3,PE(17:0_18:1),338590856.5,28.33496777,PE
RAP,3,PE(18:0_18:1),3249146280,31.59741355,PE
RAP,3,PE(18:0_20:3),183884944.1,27.45422812,PE
RAP,3,PE(18:0_20:4),638528276.3,29.25017527,PE
RAP,3,PE(18:0_20:5),352029615.2,28.39112156,PE
RAP,3,PE(18:0_22:5),601980045.3,29.16514042,PE
RAP,3,PE(18:1_18:1),2297615397,31.09749018,PE
RAP,3,PE(18:1_18:2),865060434.2,29.68822568,PE
RAP,3,PE(18:1_20:4),712460991.4,29.40823579,PE
RAP,3,PE(18:1_20:5),124521104.2,26.89181503,PE
RAP,3,PE(32:2),24058506.91,24.52004377,PE
RAP,3,PE(32:3),3142536.716,21.58349817,PE
RAP,3,PE(36:5),12384516.77,23.56203424,PE
RAP,3,PE(41:5),30326470.84,24.85407428,PE
RAP,3,PG(16:0_18:1),485628971.6,28.85527925,PG
RAP,3,PG(16:0_18:2),95220546.21,26.50476957,PG
RAP,3,PG(16:0_20:4),9571799.407,23.19035873,PG
RAP,3,PG(18:0_20:5),20020980.71,24.25500931,PG
RAP,3,PG(18:1_18:1),493254214.6,28.87775614,PG
RAP,3,PG(18:1_18:2),189258553.7,27.49578326,PG
RAP,3,PG(18:1_20:4),33702971.14,25.00637244,PG
RAP,3,PG(34:3),11012267.05,23.39260816,PG
RAP,3,PG(36:4),30322169.36,24.85386964,PG
RAP,3,PI(34:1),76249487.03,26.1842243,PI
RAP,3,PI(36:1),263547740.9,27.97348908,PI
RAP,3,PI(36:2),139222425.8,27.05281638,PI
RAP,3,PI(36:3),11095420.55,23.40346102,PI
RAP,3,Plasmanyl-LPC(O-16:1),10519932.92,23.32662217,Plasmanyl-LPC
RAP,3,Plasmenyl-PE(P-16:0/18:1),23283084.07,24.47277883,Plasmenyl-PE
RAP,3,Plasmenyl-PE(P-16:0/22:5),79727446.4,26.24857313,Plasmenyl-PE
RAP,3,Plasmenyl-PE(P-18:0/22:4),8524305.677,23.0231509,Plasmenyl-PE
RAP,3,Plasmenyl-PE(P-18:0/22:6),75349971.05,26.16710362,Plasmenyl-PE
RAP,3,PS(16:0_18:1),99500026.83,26.56819358,PS
RAP,3,PS(18:0_18:1),289798365.4,28.11047422,PS
RAP,3,PS(18:0_20:4),101032997.1,26.59025131,PS
RAP,3,PS(18:0_20:5),34097810.6,25.02317577,PS
RAP,3,PS(18:0_22:6),78162592.79,26.21997499,PS
RAP,3,PS(18:1_18:1),181737669.1,27.43728224,PS
RAP,3,PS(18:1_18:2),30980921.06,24.8848767,PS
RAP,3,PS(34:1),31001379.96,24.8858291,PS
RAP,3,SM(d18:1/16:0),2176749817,31.01952846,SM
RAP,3,SM(d18:1/22:0),374310735.4,28.47966118,SM
RAP,3,SM(d18:1/24:0),1037713436,29.95076095,SM
RAP,3,SM(d18:1/24:1),1968212266,30.87423867,SM
RAP,3,TG(12:0_12:0_12:0),1420450.72,20.43791735,TG
RAP,3,TG(14:0_16:1_18:2),16596957.39,23.98441545,TG
RAP,3,TG(14:0_18:1_18:3),99610115.69,26.56978892,TG
RAP,3,TG(15:0_18:1_18:3),19389895.68,24.20880171,TG
RAP,3,TG(16:0_18:2_18:3),251856062.5,27.90802422,TG
RAP,3,TG(16:0_18:2_20:5),229256839.4,27.77238953,TG
RAP,3,TG(16:0_18:3_18:3),62404620.33,25.89514951,TG
RAP,3,TG(16:0_18:3_22:6),59295686.6,25.82142383,TG
RAP,3,TG(17:1_18:2_18:2),8160791.685,22.96027769,TG
RAP,3,TG(18:1_18:2_18:3),275620162.8,28.03810619,TG
RAP,3,TG(18:1_18:2_20:5),297766657.4,28.14960698,TG
RAP,3,TG(18:1_18:3_22:6),49338716.88,25.55621686,TG
RAP,3,TG(18:1_20:4_22:5),40945829.32,25.28721317,TG
